type,lat,lng,icon,name/text,alt_names,subheader/text,description,size,angle,spacing,curve,coords,style,overlay
marker,37.92977319243816,23.80833384119878,settlement,Marker,,,,,,,,,{},Settlements
marker,43.43696596521823,51.70166015625001,settlement,Marker,,,![Map from 1642](images/04-Map-1642.jpg),,,,,,{},Settlements
marker,24.32707654001865,31.113281250000004,settlement,Marker,,,,,,,,,{},Settlements
marker,29.516110386062277,-12.502441406250002,settlement,Marker,,,,,,,,,{},Settlements
marker,28.091366281406945,-13.623046875,settlement,Marker,,,,,,,,,{},Settlements
marker,23.221154981846556,58.82080078125001,settlement,Marker,,,,,,,,,{},Settlements
marker,-0.3981522316457348,28.740234375000004,settlement,Marker,,,,,,,,,{},Settlements
marker,2.284467588374642,28.1689453125,settlement,Marker,,,,,,,,,{},Settlements
marker,3.5349053313990932,28.410644531250004,settlement,Marker,,,,,,,,,{},Settlements
marker,18.89590466057119,36.91406250000001,settlement,Marker,,,,,,,,,{},Settlements
marker,20.03497127651161,40.10009765625001,settlement,Marker,,,,,,,,,{},Settlements
marker,19.352429877965967,27.268066406250004,settlement,Marker,,,,,,,,,{},Settlements
marker,24.266927326659292,42.31933593750001,settlement,Marker,,,,,,,,,{},Settlements
marker,30.487096437490415,73.74023437500001,settlement,Marker,,,,,,,,,{},Settlements
marker,41.16278798663197,83.51806640625001,settlement,Marker,,,,,,,,,{},Settlements
marker,49.681846899401286,74.00390625000001,settlement,Marker,,,,,,,,,{},Settlements
marker,52.32143399533718,68.46679687500001,settlement,Marker,,,,,,,,,{},Settlements
marker,-59.90016673427393,-70.92773437500001,settlement,Marker,,,,,,,,,{},Settlements
marker,-36.73844338405072,54.36035156250001,settlement,Marker,,,,,,,,,{},Settlements
marker,-21.146210315366762,83.45214843750001,settlement,Marker,,,,,,,,,{},Settlements
marker,-18.375709055381044,83.93554687500001,settlement,Marker,,,,,,,,,{},Settlements
marker,-60.14175022218421,149.43603515625003,settlement,Marker,,,,,,,,,{},Settlements
marker,-37.19513419096924,134.84619140625003,settlement,Marker,,,,,,,,,{},Settlements
marker,-36.03146980766242,126.78222656250001,settlement,Marker,,,,,,,,,{},Settlements
marker,-30.827215185061817,137.48291015625003,settlement,Marker,,,,,,,,,{},Settlements
marker,-26.31318630368297,152.62207031250003,settlement,Marker,,,,,,,,,{},Settlements
marker,-25.145696633770918,152.99560546875003,settlement,Marker,,,,,,,,,{},Settlements
marker,-25.344380247056534,154.68750000000003,settlement,Marker,,,,,,,,,{},Settlements
marker,-26.941552470150757,150.53466796875003,settlement,Marker,,,,,,,,,{},Settlements
marker,-27.019854480761342,148.62304687500003,settlement,Marker,,,,,,,,,{},Settlements
marker,-7.601531395848714,-57.78808593750001,settlement,Marker,,,,,,,,,{},Settlements
marker,-5.7695453247274875,-46.07666015625001,settlement,Marker,,,,,,,,,{},Settlements
marker,-9.946517823755379,-40.80322265625001,settlement,Marker,,,,,,,,,{},Settlements
marker,-5.354150760822185,-52.11914062500001,settlement,Marker,,,,,,,,,{},Settlements
marker,47.2341248761915,50.62536157662888,settlement,Marker,,,![Map from 1642](images/04-Map-1642.jpg),,,,,,{},Settlements
marker,24.106507079653614,68.77368269159157,settlement,Marker,,,,,,,,,{},Settlements
marker,22.573745338624363,71.85100503768348,settlement,Marker,,,,,,,,,{},Settlements
marker,16.109226968604325,90.70342905307433,settlement,Marker,,,,,,,,,{},Settlements
marker,12.33962698536624,93.09845680197498,settlement,Marker,,,,,,,,,{},Settlements
marker,-62.92495331310624,-54.512344055454875,settlement,Marker,,,,,,,,,{},Settlements
marker,-63.19396652496589,-5.229023781412564,settlement,Marker,,,,,,,,,{},Settlements
marker,-63.03503351575593,-3.536496491062007,settlement,Marker,,,,,,,,,{},Settlements
marker,7.18810087117902,-63.08349609375001,settlement,Marker,,,,,,,,,{},Settlements
marker,4.477856485570586,-60.55664062500001,settlement,Marker,,,,,,,,,{},Settlements
marker,8.798225459016358,-19.138183593750004,settlement,Marker,,,,,,,,,{},Settlements
marker,39.9602803542957,82.99072265625001,settlement,Marker,,,,,,,,,{},Settlements
marker,38.75408327579141,5.207519531250001,settlement,Marker,,,,,,,,,{},Settlements
marker,1.5818302639606454,-48.14208984375001,settlement,Marker,,,,,,,,,{},Settlements
marker,1.7575368113083254,-52.09716796875001,settlement,Marker,,,,,,,,,{},Settlements
marker,1.9551868337565232,-51.52587890625001,settlement,Marker,,,,,,,,,{},Settlements
marker,0.7250783020332547,-50.62500000000001,settlement,Marker,,,,,,,,,{},Settlements
marker,1.7355743631421197,-49.98779296875001,settlement,Marker,,,,,,,,,{},Settlements
marker,1.3621763466641712,-49.43847656250001,settlement,Marker,,,,,,,,,{},Settlements
marker,0.17578097424708533,-46.75781250000001,settlement,Marker,,,,,,,,,{},Settlements
marker,2.3943223575350774,-47.52685546875001,settlement,Marker,,,,,,,,,{},Settlements
marker,2.591888984149953,-50.07568359375001,settlement,Marker,,,,,,,,,{},Settlements
marker,2.833317196855306,-50.64697265625001,settlement,Marker,,,,,,,,,{},Settlements
marker,3.3160183381615123,-50.09765625000001,settlement,Marker,,,,,,,,,{},Settlements
marker,4.368320420876243,-50.03173828125001,settlement,Marker,,,,,,,,,{},Settlements
marker,8.167993177231883,-49.6142578125,settlement,Marker,,,,,,,,,{},Settlements
marker,8.99360046428003,-48.0322265625,settlement,Marker,,,,,,,,,{},Settlements
marker,-63.37183226679281,151.56738281250003,settlement,Marker,,,,,,,,,{},Settlements
marker,-13.325484885597936,145.28320312500003,settlement,Marker,,,,,,,,,{},Settlements
marker,50.52739681329302,55.61279296875001,settlement,Marker,,,,,,,,,{},Settlements
marker,-57.124001816760575,113.77441406250001,settlement,Marker,,,,,,,,,{},
marker,-72.48189144841272,-8.371582031250002,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.84850201835972,-11.71142578125,settlement,Marker,,,,,,,,,{},Settlements
marker,-73.05464165865112,-10.502929687500002,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.55969222946285,-34.14550781250001,settlement,Marker,,,,,,,,,{},Settlements
marker,-73.16953636227886,-22.126464843750004,settlement,Marker,,,,,,,,,{},Settlements
marker,-68.02402198693447,-27.114257812500004,settlement,Marker,,,,,,,,,{},Settlements
marker,-68.19605229820671,-25.11474609375,settlement,Marker,,,,,,,,,{},Settlements
marker,-69.81689109911444,-32.95898437500001,settlement,Marker,,,,,,,,,{},Settlements
marker,-70.56880331763341,-35.04638671875001,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.16648590317222,-39.83642578125,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.23728930162322,-38.86962890625001,settlement,Marker,,,,,,,,,{},Settlements
marker,-70.7724429742589,-38.67187500000001,settlement,Marker,,,,,,,,,{},Settlements
marker,-68.95050024546569,-29.311523437500004,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.23022052382078,-36.80419921875001,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.46213966619457,-36.89208984375001,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.49703690095419,-38.12255859375001,settlement,Marker,,,,,,,,,{},Settlements
marker,-71.80141030136787,-38.43017578125001,settlement,Marker,,,,,,,,,{},Settlements
marker,-74.72961516378618,-53.50341796875001,settlement,Marker,,,,,,,,,{},Settlements
marker,-74.58426829888151,-52.11914062500001,settlement,Marker,,,,,,,,,{},Settlements
marker,-74.36667478672422,-52.14111328125001,settlement,Marker,,,,,,,,,{},Settlements
marker,-74.2597383709313,-50.97656250000001,settlement,Marker,,,,,,,,,{},Settlements
marker,-74.2597383709313,-47.94433593750001,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.60712040027555,-42.91259765625,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.77708126440069,-43.59375000000001,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.41563109719552,-40.89111328125001,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.08743247624157,-40.38574218750001,settlement,Marker,,,,,,,,,{},Settlements
marker,-72.05361149670412,-38.69384765625001,settlement,Marker,,,,,,,,,{},Settlements
marker,8.948342272107851,-45.525372025585845,settlement,Marker,,,,,,,,,{},Settlements
marker,27.466539645294674,31.35498069359003,settlement,Marker,,,,,,,,,{},Settlements
