type,lat,lng,icon,name/subheader,subheader/text,description,size,angle,spacing,curve,coords,style,overlay
marker,-0.13183582116662096,-14.172363281250002,mine,Tantiusques,“to a black deposit between two hills”,was a graphite mine which the local nipmucs used to mine graphite to make paints. ,,,,,,{},
marker,-41.426253195072704,39.57275390625001,agriculture,Marker,,,,,,,,{},
marker,48.1367666796927,-43.98925781250001,settlement,Marker,,,,,,,,{},
marker,54.67383096593114,-37.79296875000001,settlement,Marker,,,,,,,,{},
marker,25.363882272740256,-50.2294921875,settlement,Marker,,,,,,,,{},
marker,25.859223554761407,-47.85644531250001,settlement,Marker,,,,,,,,{},
marker,-62.33941057752869,-31.508789062500004,settlement,Marker,,,,,,,,{},
marker,-58.97266715450153,87.29736328125001,settlement,Marker,,,,,,,,{},
marker,-4.981505049328246,77.16796875000001,rock,Marker,,,,,,,,{},
text,-36.63316209558656,80.48583984375001,,,AGUNNINAH,The shore of the island,1,0,0,0,,,
text,-30.55639356496612,86.15906705383222,,,KEITAHSIMET,Place of a great spring,1,0,0,0,,,
text,-33.683878797602844,87.25830078125001,,,KUPPEGON,A good enclosure for shelter/hitching,1,0,0,0,,,
text,-33.826306093105025,83.47902014719374,,,MANNASAAK,A bush/brush place,1,0,0,0,,,
text,-35.20392079049283,87.39013671875001,,,MASAPIQUOT,Skunk Place,1,0,0,0,,,
text,-30.98574465707345,85.56414875882236,,,SANCHIACATTUATUCK,Place where the wood is rotten,2,1,0,0,,,
text,-35.60305317595915,84.57763671875,,,SANNAMENACK,Eat much,1,0,0,0,,,
text,-33.265534318746575,87.67578125,,,SAQUENAUSAUQUANN,Early summer or lay rich eels,1,0,0,0,,,
text,-32.443381920868646,83.91877372965264,,,TAKEMMY,Cold water,1,0,0,0,,,
text,-35.341541170059855,92.57568359375,,,TASHQUIMMACASSICK,Black fish place,1,0,0,0,,,
text,-36.884590734726345,86.66503906250001,,,MASHIANAUKE,Big town,1,0,0,0,,,
text,-33.14658454653116,91.982421875,,,MASSAPOOTOOQUAK,Land of great blowing holes,1,0,0,0,,,
text,-35.627653332124524,88.77441406250001,,,MESPESHAUTUK,At the edge of the cliff,1,0,0,0,,,
text,-35.973363101354835,84.53369140625001,,,NASHANEAUPE,They went there,1,0,0,0,,,
text,-33.96914993605737,91.43310546875001,,,PAQUAAHUNAUK,Quahog land,1,0,0,0,,,
text,-34.354981477600404,80.46875000000001,,,PONANASAUSIG,To spread their wings,1,0,0,0,,,
text,-35.76384328188797,81.47949218750001,,,QUATAQUETUCA,Red crabs,1,0,0,0,,,
text,-32.416427957931774,87.14843750000001,,,SANSHUWACHU,Brook lodge,1,0,0,0,,,
text,-30.54,84.4,,,Demo,,1,0,0,0,,,
text,-63.05531863767043,85.9142663862525,,,Cappoaquit,,8,0,0,0,,,Geographical Locations
text,-78.38342792107784,-162.5682401582486,,,Canarsie,Canarsie Lenape homelands in present-day Brooklyn.,24,0,0,0,,,Tribes
text,-72.76643494811363,-71.73513141636457,,,Corchaug,Corchaug territory on the North Fork of Long Island.,24,0,0,0,,,Tribes
text,-56.32872090717995,-14.39208984375,,,Eastern Niantic,Eastern Niantic homelands along the Niantic River in Connecticut.,24,0,0,0,,,Tribes
text,-60.064840460104506,-61.17187500000001,,,Hammonasset,Hammonasset homelands along the central Connecticut shoreline.,24,0,0,0,,,Tribes
text,-69.16724012600773,-49.949353504869585,,,Manhanset,"Manhanset people of Shelter Island, between Long Island's forks.",24,0,0,0,,,Tribes
text,0.8649062261496583,-73.83331060386206,,,Manissean,Manissean (Manitou) homelands on Block Island.,24,0,0,0,,,Tribes
text,23.32208001137844,48.16406250000001,,,Massachusett,Massachusett homelands around the Shawmut Peninsula (Boston).,24,0,0,0,,,Tribes
text,-35.87247660571175,-42.5197747033127,,,Mashantucket Pequot,Mashantucket Pequot homelands near the Pawcatuck River.,24,0,0,0,,,Tribes
text,-79.65392213419594,-146.93163540003792,,,Matinecock,Matinecock homelands on Long Island's north shore.,24,0,0,0,,,Tribes
text,-76.01582449107187,-109.50898851393923,,,Merrick,Merrick (Merokee) territory on Long Island's south shore.,24,0,0,0,,,Tribes
text,-72.76619493972098,-36.42071459256301,,,Montaukett,Montaukett homelands at the eastern tip of Long Island.,24,0,0,0,,,Tribes
text,-29.229872274476822,-34.27734375000001,,,Mohegan,Mohegan homelands along the Thames River in Connecticut.,24,0,0,0,,,Tribes
text,-31.278550858946517,15.996093750000002,,,Narragansett,Narragansett homelands along the southern Rhode Island coast.,24,0,0,0,,,Tribes
text,-16.977487354364566,147.83354003549164,,,Nauset,Nauset (Cape Cod) Wampanoag homelands on the outer Cape.,24,0,0,0,,,Tribes
text,46.78550049126467,-39.515112036948125,,,Nipmuc,"Nipmuc homelands across central Massachusetts and northern Connecticut. Nipnet, Nipmook or Nipmuck",24,0,0,0,,,Tribes
text,-77.19570508665286,-143.9446752320028,,,Nissequogue,"Nissequogue homelands around present-day Smithtown, Long Island.",24,0,0,0,,,Tribes
text,-8.928234353216506,-71.35603845169659,,,Paugussett,Paugussett homelands along the lower Housatonic River.,24,0,0,0,,,Tribes
text,-54.825433284376075,-45.966796875,,,Pequot,Pequot homelands surrounding the lower Thames River.,24,0,0,0,,,Tribes
text,-2.986927393334863,-55.12939453125,,,Podunk,Podunk homelands on the east side of the Connecticut River.,24,0,0,0,,,Tribes
text,-19.6247252492234,-84.19921875000001,,,Pokanoket,Pokanoket (Wampanoag) homelands around Mount Hope and Narragansett Bay.,24,0,0,0,,,Tribes
text,-6.507114080629532,-96.65946364493804,,,Quinnipiac,Quinnipiac homelands at the mouth of the Quinnipiac River.,24,0,0,0,,,Tribes
text,-78.86850415610446,-131.1195136082202,,,Rockaway,Rockaway (Reckgawawank) Lenape homelands on the Rockaway Peninsula.,24,0,0,0,,,Tribes
text,-26.74561038219901,-62.49023437500001,,,Schaghticoke,Schaghticoke homelands near the confluence of the Housatonic and Ten Mile Rivers.,24,0,0,0,,,Tribes
text,-77.91475737592121,-115.48264463361654,,,Secatogue,Secatogue homelands around Islip on Long Island.,24,0,0,0,,,Tribes
text,-76.20596704314148,-78.13476562500001,,,Setalcott,Setalcott (Setauket) homelands on Long Island's north shore.,24,0,0,0,,,Tribes
text,-74.35586571660598,-50.12487053847663,,,Shinnecock,Shinnecock homelands near Shinnecock Bay on Long Island.,24,0,0,0,,,Tribes
text,-36.73490706670716,-90.48572927900707,,,Tunxis,Tunxis homelands in the Farmington River Valley.,24,0,0,0,,,Tribes
text,-74.21333248041581,-95.62940360654963,,,Unkechaug,Unkechaug (Poospatuck) homelands on Long Island's south shore.,24,0,0,0,,,Tribes
text,-75.29941037564522,-79.89257812500001,,,Unquachog,Unqua homelands near present-day Seaford and Massapequa.,24,0,0,0,,,Tribes
text,-12.639589501616912,59.67777346270703,,,Wampanoag,Wampanoag homelands across Plymouth and Bristol counties.,24,0,0,0,,,Tribes
text,-47.694974341862824,-52.29492187500001,,,Wangunk,Wangunk homelands along the lower Connecticut River.,24,0,0,0,,,Tribes
text,-60.321147194219755,-105.8073484903449,,,Wappinger,Wappinger homelands spanning southwestern Connecticut and the lower Hudson Valley.,24,0,0,0,,,Tribes
text,-57.317654218877095,-39.8978063466207,,,Western Niantic,Western Niantic homelands near the mouth of the Connecticut River.,24,0,0,0,,,Tribes
text,-67.16882345280554,-137.46032059196105,,,Siwanogs,,24,0,0,0,,,Tribes
text,17.602139123350852,11.975097656250002,,“the place of the hard rock”,Sagatabscot ,is a hill in the southeastern part of Worcester.[^¹],3,0,0,0,,,Mountains
text,21.105000275382064,13.183593750000002,,Quinsikamon,Quinsigamond,Quinsikamon,7,76,0,0,,,
text,68.07330474079025,-53.96484375000001,,,Monadnock,"g “place of the surpassing, or",14,0,0,0,,,
